filename,fake_pan,invalid,real_pan
41942_jpg.rf.35dfe99901de0eaa7730d0061fa5e1c4.png,0,1,0
9G826JNYIR_jpg.rf.c2278c3836f1b5d52076466d799a8335.png,1,0,0
6OR5TXMI0D_jpg.rf.a6572f305243d073341464c63b455c76.png,1,0,0
59MP8K3DSR_jpg.rf.1705f9093d96c120065c0f21310ed6a4.png,1,0,0
8P5Z1GU7K3_jpg.rf.1b57beb350af2f1bd5c9071e9b657e7e.png,1,0,0
8_partnership_deed_jpg.rf.0753c1b14b24d6a2f131cd57fe7bb027.png,0,1,0
216493_jpg.rf.b3851a4db36a1fd511b08c4225116717.png,0,1,0
438BUZ67PY_jpg.rf.139fddd42d9de449f8cce13b278a405e.png,1,0,0
13AUESGX4R_jpg.rf.0c9d0f1711e271ca40246a51fd1a17e8.png,1,0,0
8EMKJHZAN1_jpg.rf.a710df6d5f5173e6c410045ac17c1408.png,1,0,0
6LZBJPD820_jpg.rf.7ec9adca27cbcceac8d8e2485655c42d.png,1,0,0
46Y3MIWP92_jpg.rf.2383caa8f118655d44648688ab71de9f.png,1,0,0
78713_jpg.rf.334271c2bacb6bd95fb487f2cd6d04b6.png,0,1,0
7S1WJVU03D_jpg.rf.4ab7d3c1726567eb174dfda029737846.png,1,0,0
4H12MOARF6_jpg.rf.169e9c7d372f76740d882d5a43132bb4.png,1,0,0
65017_jpg.rf.75bc7e2ac4398a0e392d8d9704f3ad73.png,0,1,0
7896_jpg.rf.c32c91681889384aa96b49413d72558d.png,0,1,0
651JVDY4AH_jpg.rf.3f2e5bce3ec8ec9dc2fe551351ddde3d.png,1,0,0
jfxjneejdsxjud_jpeg.rf.196da5b839688dc62a5c92028113961c.png,0,0,1
1ODTAE6FIH_jpg.rf.6827a5cc424c276dca0ce41138812906.png,1,0,0
6XGTDL3FRS_jpg.rf.83a5a39638665473292b0333a44b489f.png,1,0,0
3UD7XCWYRZ_jpg.rf.c2757f2c5401898e9c417fd51c197e70.png,1,0,0
jbiaxw7kycb1ni_jpeg.rf.c1d426b81ece8496fb0933cd51d84ad2.png,0,0,1
ewlfxa6y7ads2f_jpg.rf.3d563b4f4a989bbd28d8cd879ed511c7.png,0,1,0
100757_jpg.rf.ed855ec49aed16dee8dfec7ae09cb0c5.png,0,1,0
74XNS3LW61_jpg.rf.dca5689eebcd464f8a0f4e8c97ad5f3f.png,1,0,0
1AZ5LM6JQV_jpg.rf.da2b927c48600e3b5af38e45a3aab051.png,1,0,0
8JUR9S3PHF_jpg.rf.99548538b96cae094eb8970f1cd2500e.png,1,0,0
89035_jpg.rf.c19f049bce7d9a494ada1dd12b9b8865.png,0,1,0
3138_jpg.rf.1b84e9dcb011e40c230c9491ed612d85.png,0,1,0
34444_jpg.rf.c40f8a85456b69c565e079c8ff4be5b6.png,0,1,0
26489_jpg.rf.58124d895e934753f97941aea8b6f512.png,0,1,0
61444_jpg.rf.0efbee5c609e24fcdca091f0de4ee7a7.png,0,1,0
21669_jpg.rf.5edffeb1e62fc5f48a26122d811eeaf4.png,0,1,0
219_msme_jpeg.rf.a7d9ce5dcc05a8b715437fbb50814607.png,0,1,0
ivramwiosrl76v_jpg.rf.7958b726686abc7c68de3c9513f32eeb.png,0,1,0
80931_jpg.rf.58891f7bba63e556562a8c693e5f5be2.png,0,1,0
8MLYO2193G_jpg.rf.f2bac9329c56126a5c0222c9527e3cd0.png,1,0,0
0N1ELXYITO_jpg.rf.be4c9aa65ebed7323907f36d532e3fab.png,1,0,0
228937_jpg.rf.277a12573d0759012fb153dec1fa8d17.png,0,1,0
64UD32F8GW_jpg.rf.01d206c9da568db77f9d4ab32acf4d02.png,1,0,0
55093_jpg.rf.8e67ebb6d2544197438668128de56af8.png,0,1,0
3VWDZSUQRN_jpg.rf.dcd11afcb97f92c6176c76a9a0416b6f.png,1,0,0
3KP2JVZFYW_jpg.rf.89f8ebd384b97360e4f53560e8b49ea6.png,1,0,0
75990_jpg.rf.1dbeffac4322e33df3ebd08feb1f506f.png,0,1,0
65781_jpg.rf.9ad1bf9282770c73a2937f04935eecc2.png,0,1,0
1PBY3MZAD7_jpg.rf.5072d11d5adb65c6ff3d241c2b4ad1b1.png,1,0,0
19MFA5XINR_jpg.rf.5146504431cca5294e2ed434cac6484f.png,1,0,0
53_jpg.rf.579fb417a80c5797b5fa6deec7d66d68.png,0,1,0
jg3iqhyv5h9dce_jpeg.rf.cd3e8b686894ac9d5782296921dd1d01.png,0,1,0
103689_jpg.rf.d51d9c91148f6b60b5d6c1b495588fe1.png,0,1,0
dtztztb6uoxzn1_jpg.rf.60d0466e1e1a30e006b37ec9b48b81cb.png,0,1,0
66443_jpg.rf.723370605e439c00b6655f55f3cce2f2.png,0,1,0
209_msme_jpeg.rf.9189e8c20eced5c86b3ac8a9f6dfd3fe.png,0,1,0
e4n5lupm9zchle_jpg.rf.d647dfe2f258c09078c7ee004f23ac5a.png,0,1,0
52308_jpg.rf.d864f2f20023ab2dc19a3e6558ec8ce5.png,0,1,0
i9mflsq044mkz5_jpg.rf.e0d99a18064c07f6983c12051fd56857.png,0,1,0
8CUZEJQ9AX_jpg.rf.a8c42886f00a7d276207149b197d6740.png,1,0,0
53758_jpg.rf.8309c2b1d47359602562bd022d356c3f.png,0,1,0
36290_jpg.rf.a56e059fb09e616dda4fabaacf750bf9.png,0,1,0
73250_jpg.rf.5b066ad1a0468ba5c499102bcabade5e.png,0,1,0
52334_jpg.rf.8eda825bae2acb4a9aaa7ad95f383fd1.png,0,1,0
jfshbdhmsfjuuv_jpeg.rf.560cfbc3156966854b1e66917618c4a7.png,1,0,0
67009_jpg.rf.b50e93b26e1eab09421439f4bca8c4da.png,0,1,0
8VMKOYUH3Z_jpg.rf.c0144d4fa5a163774830d468667845d6.png,1,0,0
26052_jpg.rf.1115d6fa7fd6bc1899b11a6c57d5d9d0.png,0,1,0
36081_jpg.rf.7d96d5d7a12c326744f5d74d61602fa3.png,0,1,0
55326_jpg.rf.3c3c2cddc2aece57eb9eaf552402bd66.png,0,1,0
5079_jpg.rf.508bee42b3f1e36efa1172a471f570cc.png,0,1,0
15074_jpg.rf.1b9218a03c2a13c7bb569827ed367e55.png,0,1,0
215_msme_jpeg.rf.2a759067074ffc8e3d0263b18e0cacd9.png,0,1,0
8672RKQ3PT_jpg.rf.6593b80c370b9bf18e163e4a257331b1.png,1,0,0
672BW5OYU8_jpg.rf.22187fd51a9158558bebaeda673adcce.png,1,0,0
1REZXQ56BT_jpg.rf.9519cb7f0113b15b063864a254d4c9c0.png,1,0,0
165_msme_jpeg.rf.c953220bd51bc9a8cc9c3a35bac70348.png,0,1,0
6TSNKQC5FJ_jpg.rf.387e83cb137ca64ea12877423faa4607.png,1,0,0
9_msme_jpeg.rf.2c34c8cfc012ae84f7f2e26d514ef79d.png,0,1,0
30839_jpg.rf.3f2436854fb7d459ac67b6493ffb5c24.png,0,1,0
22837_jpg.rf.70fc8c4e3db98db38de0173ea005b4bb.png,0,1,0
27KZ8Q5MUD_jpg.rf.f240f0de6e5254374f1d39b83a395e19.png,1,0,0
65816_jpg.rf.2adf705df386ad8400bcbf82b7bb60ab.png,0,1,0
39403_jpg.rf.e499f70e10cfaaf406d2abcc27ffec2c.png,0,1,0
110971_jpg.rf.2da160892a4bcf6ec2a445398ad2d9b0.png,0,1,0
1I2N9UX3MY_jpg.rf.28c4504051b9f3b4abb8ae1fb9d25ae0.png,1,0,0
6QUVBKIR3L_jpg.rf.de9c37d3f8baa2ed05d0551b151054db.png,1,0,0
65CSHFY2OM_jpg.rf.8ab0829d8d4e6d8e552ebaca7626a1a5.png,1,0,0
54FGRYESV7_jpg.rf.4de7510c66761330ab31061389438a28.png,1,0,0
21443_jpg.rf.84e6cf288a95cbc871db38430969ed8d.png,0,1,0
145556_jpg.rf.7a869ae9c75509eb4bedcee46c08bfc9.png,0,1,0
g7junqlmb1yahi_jpg.rf.f5c4a14a346b773f74066ae453533d46.png,0,1,0
en4qgsw9hwbev7_jpg.rf.db7c993b05b72e7d995d108b16e01df5.png,0,1,0
103682_jpg.rf.3cb55e31cbe470ed2495bdcc294aa6d3.png,0,1,0
60576_jpg.rf.9e7d9abe0166f127b015da79382fc9b5.png,0,1,0
0AW381MTGY_jpg.rf.0934327eeedaf6e87425b098faa47357.png,1,0,0
iul7ar9jqrxryy_jpg.rf.101c01bc7e055e41f0cac471e2b222c7.png,0,1,0
2RL9ZPIADB_jpg.rf.b7faa066fe0fd3b79b653cf1a09928b9.png,1,0,0
pan_docsav9stdao5t5lkc_jpeg.rf.d347791cdf1474347d6b48baf6d59cac.png,0,0,1
72755_jpg.rf.a6cef2048f5078fea43425facdba63b1.png,0,1,0
23_msme_jpeg.rf.7d2f058859e3a1aea3eee7dab2e314af.png,0,1,0
0W2D3SOKC8_jpg.rf.135d597f659742cac99bf77c25912ef9.png,1,0,0
63_msme_jpeg.rf.9016cc4e81dc1d57bd24831c79d3cd66.png,0,1,0
jfl8eizeurv6ta_jpeg.rf.9e00db9e97b3c60ee164e102a6e9cf4b.png,1,0,0
47936_jpg.rf.81460e17df2ea565edb09e18563d409f.png,0,1,0
78301_jpg.rf.0773fd4df864c80af8f173ad6d3baecd.png,0,1,0
38052_jpg.rf.18d5d1090945e5a38103fc216006c1cb.png,0,1,0
80Q2YOL5RM_jpg.rf.f03b4dee313a1da1855f1dc6cc216845.png,1,0,0
34679_jpg.rf.56ae25443454b4d39ab666d163dcbc63.png,0,1,0
4978_jpg.rf.1e7668ea239ae734d0d9cf137932ef80.png,0,1,0
41227_jpg.rf.ebbdbd887ac495f63299f40cf66df1f5.png,0,1,0
7S8BDT4KIZ_jpg.rf.f589afb59f5309f985273b024636883f.png,1,0,0
17688_jpg.rf.05c56c3383eddafe60c3aeadca4e94ee.png,0,1,0
278181_jpg.rf.94c35b6e03def976dbc1ae4aecc2d2f1.png,0,1,0
downloadedjfwkmugo8lveus_jpeg.rf.c2803e2dd2bfc3f99900d135180ef3ac.png,0,0,1
4C6JN30LF8_jpg.rf.9f148533cfd38c0e942af2ed22170e1d.png,1,0,0
27C9NZUQ5A_jpg.rf.bd9130c03478af637ac228255dcafc6a.png,1,0,0
1O7K3R5C8F_jpg.rf.f65898b11d792fb8062b671756b436bc.png,1,0,0
9330_jpg.rf.8529b4be66a6cb520c265b26f425036a.png,0,1,0
9497_jpg.rf.362ce48172951e4c8333ff0da7c0058e.png,0,1,0
35947_jpg.rf.11d67a15d666e17226b2ae4f375366ab.png,0,1,0
hg9hvddpohcnmd_jpeg.rf.47094a61d9b71486213628ff292e9992.png,0,0,1
35563_jpg.rf.21adce790e9bf20eae4542bc5ccf582a.png,0,1,0
48506_jpg.rf.fe8c342ac6dd98fcd3f0e84033b3ad48.png,0,1,0
9FITPWNOGU_jpg.rf.b7a6fe64e82d5a7c655f0ff44beed1b1.png,1,0,0
9W3I40OJHU_jpg.rf.4312175cbcce672f7abe3425fc901be8.png,1,0,0
70952_jpg.rf.8809a26c32e3ce79e9a09a4cf10dfb04.png,0,1,0
50X97VGJ2F_jpg.rf.f549f3584ca78e6f910e216f0dfb0f24.png,1,0,0
25748_jpg.rf.cd919b3be417b36f66067495b50086b1.png,0,1,0
esyyokmikjjz01_jpg.rf.97a0f18cf2d75d61adfd887f218978b3.png,0,1,0
274_shop_estb_cert_jpeg.rf.c0878ca5c42419d809d2aa02ca7e4dbb.png,0,1,0
84798_jpg.rf.8b5fff67e3545e65221100dd011ba37d.png,0,1,0
48219_jpg.rf.08fdd1409af629b8e8f28aa99327fbc8.png,0,1,0
9cu3d5v2rivyrz_jpeg.rf.de69f1930fced6eb536c0da0e0cedfd2.png,0,1,0
8764_jpg.rf.ac8165645072421379d4c6f467c95e15.png,0,1,0
11628_jpg.rf.7f258217ce70f7669b9504a1a24664bd.png,0,1,0
8K46JZD5UA_jpg.rf.e2357213e4342af636d49ed978fe5b2b.png,1,0,0
7YE3J0GTOD_jpg.rf.87bb28788465317bc66dfd082656ae87.png,1,0,0
2BVS7XE6FR_jpg.rf.a8d0687dd73105a17434da3bf4374f86.png,1,0,0
50_msme_jpeg.rf.511e0db260520f41f4c5ec7fee3396a8.png,0,1,0
4M2YZX5FQL_jpg.rf.2ef64a88828d62813269d0e9271988c2.png,1,0,0
53355_jpg.rf.f5b3a36353812c873891e42675f32474.png,0,1,0
ismzb49kefjfzm_jpg.rf.ca6c10151eb5de0376d522192a576b6d.png,0,1,0
8NPA5R6K27_jpg.rf.952a92e8ca9863ab8ca6b74856906626.png,1,0,0
7MY0L4IBVA_jpg.rf.8f30a6727b95dd888ad701d372c2c105.png,1,0,0
79FAJETN5Y_jpg.rf.c8449670fafd845654b6f2e219e43058.png,1,0,0
10602_jpg.rf.fb39fbad08ec71eb914edde573674f96.png,0,1,0
jfm5bhvu2kezwl_jpeg.rf.a4da755a767841d3ce23075d5fc3e3f4.png,0,0,1
68601_jpg.rf.309854df708284afeb84213b67323784.png,0,1,0
63690_jpg.rf.bc8f28204a1fde2af2f741a6baf5c034.png,0,1,0
53898_jpg.rf.2551cd7ace3b0c5d5b90b18e9681ba9a.png,0,1,0
29744_jpg.rf.902c114efb09b09f158212c1516cda63.png,0,1,0
3NKHZOXJ56_jpg.rf.e7d657d2ab1cde29652bc71b8bb82c1b.png,1,0,0
246225_jpg.rf.fa35b068de852be2087afabc79788496.png,0,1,0
7MLK1UQXYG_jpg.rf.ffcc77ee314bcfe8dbf840e752544dde.png,1,0,0
49803_jpg.rf.27bf325d19bae1314f42ea65ccca5819.png,0,1,0
5GZBJI32R6_jpg.rf.a032c8d1dc731d5b5580375fbc156938.png,1,0,0
fvnw9iu7o2fq1a_jpg.rf.b85b0b7c97fcf832480acf9ce48e83b2.png,0,1,0
8FYE6XC0L7_jpg.rf.8bd10f65eaea45ec42fd93dddb0df9ee.png,1,0,0
29618_jpg.rf.b8ebf327ebfa50632b705920e60d4954.png,0,1,0
fjqmsf2uassnvu_jpg.rf.27be7f23ae7dbeaeaf0f1c3628ccec6f.png,0,1,0
8XRNJQPG95_jpg.rf.bd70acdf85ffd9ea9efc5711f0e809be.png,1,0,0
jgnqtwyp5nqtfh_jpeg.rf.18f6e40f7c2c95ddda71228eda3886a0.png,0,0,1
30442_jpg.rf.4d98740cefdb5f9b385b0f074400d54d.png,0,1,0
02SJNP16BI_jpg.rf.6be34ebd7bfd310a73f5261f757bae5c.png,1,0,0
122_msme_jpeg.rf.764c2fef2b7b8be8a716ec33c8b795a4.png,0,1,0
iwhhuyeqgaosab_jpg.rf.f7930fe7ecfdaca21df6ccf0e252230b.png,0,1,0
144406_jpg.rf.eee2e21fb8ea092e30e7e146e0029a08.png,0,1,0
iugq2uesj0ynyu_jpg.rf.e1a6ce35428a56e0fe3bc9bdb143ec17.png,0,1,0
ixe4iw1kjxa2n6_jpg.rf.90ccd8dfebb5f7feee980b8f64383dfb.png,0,1,0
58097_jpg.rf.b5f0b9b0053dc6ecb19d19339303bb86.png,0,1,0
7S2NJURBWH_jpg.rf.e4776a18b95971da7a200c180d3cdb6b.png,1,0,0
83YVHWS20D_jpg.rf.9c2400ebd82ef9141b042bff19658c16.png,1,0,0
8028_jpg.rf.bbc37083299e212dda68aef670d69ae9.png,0,1,0
67826_jpg.rf.a6d44793674d57292bf2fc53262d619e.png,0,1,0
2TA07PFWBZ_jpg.rf.861d47cc66f6477517dde39dd30a724d.png,1,0,0
9DGEB3Q7L1_jpg.rf.2bb46cd21ebfc234c454ade9f28643f7.png,1,0,0
101365_jpg.rf.3d633414123b9c2e5cd22dd75c517370.png,0,1,0
2ATHUCQL93_jpg.rf.ddebb406e321d16e541a62290759c691.png,1,0,0
7XCPAK45ZY_jpg.rf.05ae69d7986c7f870a0b6fcdc7578ef5.png,1,0,0
15302_jpg.rf.dc7f8014b753ae55f8beed2cdcb5488a.png,0,1,0
hmfzbfjfdesj6a_jpg.rf.f5c67c509b84324a4a46971561d96ddf.png,0,1,0
4S0XK9LF3N_jpg.rf.2559b21aeb6d399dc551efe8def9273c.png,1,0,0
63928_jpg.rf.c33339ffe8a6daeaa7e5e8c55c58930c.png,0,1,0
4RDFBLYQ5A_jpg.rf.6ce4638102d29e6b5fa76642ba1c962c.png,1,0,0
36020_jpg.rf.16b59b1f4a4789220e0acf6f15a9d61b.png,0,1,0
85874_jpg.rf.96f2466e969d246457fd436e6cebec26.png,0,1,0
23747_jpg.rf.7b56e7822ab358fef95023ffed80b1f1.png,0,1,0
228864_jpg.rf.fce72d2a27d1742b3a7e38fe787aaf6d.png,0,1,0
jge8gbnrabl4jg_jpeg.rf.73e66f9c3dbe84622b8bfdb83b681bcf.png,0,0,1
fjncrajb2gfrpm_jpg.rf.7b5240dedb88cd24210497bbe379d452.png,0,1,0
ifbgpbh5xua2mm_jpg.rf.3a6d30af8d233955955c5ec91fdabfad.png,0,1,0
27005_jpg.rf.f07798b2873f899f15b57c6e7dd10b41.png,0,1,0
119259_jpg.rf.8a22ac8a610751c4f7568b9406eb1ed9.png,0,1,0
46_msme_jpeg.rf.1938f9324a3737ebf31ee429af7a7df0.png,0,1,0
6YL7DJKRXU_jpg.rf.54ffd4941c06a20eccc5e25c36ef6eb5.png,1,0,0
70997_jpg.rf.7e8bffbc7ab5f414eee05b148d480b58.png,0,1,0
21I6NXVRAH_jpg.rf.5b14e560c99a51403d0cc5924749b8db.png,1,0,0
6Y7CSX9OTM_jpg.rf.6095d722da21be9da0f79b349c6e5427.png,1,0,0
20787_jpg.rf.a9203a061a7ec7ac83c44769439a3de0.png,0,1,0
fsscllk8q5sxol_jpg.rf.a12215b170dce96edf7182550ee33c1a.png,0,1,0
24OMZP6X5D_jpg.rf.d7aa323927d110235d30115b569eb39f.png,1,0,0
iwc6hpgzjpvxv8_jpg.rf.2bc2c94ea9a82ac1654d89d58f7bbeb5.png,0,1,0
159256_jpg.rf.729aa78957e42784e54606dd7c935155.png,0,1,0
0JKR9NE4S3_jpg.rf.37dbf257a3684656509af486d8de143a.png,1,0,0
20972_jpg.rf.15f07573c5c0785147a762afe2f9daea.png,0,1,0
230781_jpg.rf.63ab4cb0f306a71e02cdad9465f13f93.png,0,1,0
pan_docshbtlchegq1yydp_jpeg.rf.8be6455ad4f450a5a74f53f77ea4da6b.png,0,0,1
9JO3SV4HAM_jpg.rf.997a15c6873471f9818bb3d7183b02a1.png,1,0,0
859TBJOCM0_jpg.rf.6b96970c2b238596c5811377b6448496.png,1,0,0
passport-photo_jpeg.rf.169fc111ba514e61cf4deb07465936e6.png,0,1,0
1ZRHBSCGID_jpg.rf.1ff3e1522527da95da84ad0c45667951.png,1,0,0
3018_jpg.rf.25ce0f2aa84e85ceb237d9f457ec0d15.png,0,1,0
5813_jpg.rf.4e55b27354db3d1f94ca222304776339.png,0,1,0
5DYJF6E3B1_jpg.rf.58736cae8fb1ff0cd627dd25cc5ce4d3.png,1,0,0
05CLXK2VSM_jpg.rf.5358d0da70631c7c2b2a87059de0a0e8.png,1,0,0
227971_jpg.rf.24c4a3ad136d45df8dd2c916ed5f89a4.png,0,1,0
7AHQVU4NT1_jpg.rf.e1824372539a42789f513c0900fe045a.png,1,0,0
fbxveba3yaygsv_jpeg.rf.7cbe3c63ea8650977ea77e17aa807978.png,0,0,1
9CVLN6AH5B_jpg.rf.e1154a2cf4a941832db2f0911abfd340.png,1,0,0
42339_jpg.rf.045399942326320bfea4649f3d32e6c5.png,0,1,0
10424_jpg.rf.c1d072bc1af49a182bdfebce694bb06c.png,0,1,0
dasezhpaabgrir_jpg.rf.0aaca93b74f11c90d0661841844b63e2.png,0,1,0
6603_jpg.rf.297423034dcc07ca4c286189c3daf725.png,0,1,0
j7f79sjg4xaaju_jpeg.rf.f4412b92e2af98c39a8f8f5ab5c2ff80.png,0,0,1
6PRL91MVKJ_jpg.rf.fbcccde34b08f3949d167c76029e12d3.png,1,0,0
5SHYWTOIQZ_jpg.rf.53f383ad8a78480afb1a5b3986cf1b19.png,1,0,0
pan_docshdktdnehkbmqmt_jpeg.rf.4966909a80dbe1b9891359ce04c36ae8.png,0,0,1
4GIRNXYH3A_jpg.rf.7e09c69810a13ff6f3250dfe07d442cd.png,1,0,0
fvpujggpef6krn_jpg.rf.4a00faf88e4410d4cf649954a32072c1.png,0,1,0
2417_jpg.rf.0132dd9f27d0ace1f5eb065652e83d05.png,0,1,0
pan_docsddrwgmqbhbsa7w_jpeg.rf.d6a5cae794e752ddfcf0b04cd4183636.png,0,0,1
0G9MV31NFB_jpg.rf.169ad13d2c1630fa1cf9205806d2a733.png,1,0,0
104446_jpg.rf.1ee6b6f519c8364c0bbb7c9aba7d1a5e.png,0,1,0
35VP6KHBFS_jpg.rf.4cc2213f072e2672bb02fbd359fd2ea7.png,1,0,0
7YCKA43QLV_jpg.rf.04eea888082eb7251a4c6dad1f295547.png,1,0,0
hvx5fnbawk3ytx_jpg.rf.792d0589e58324beca8b912ee510d98f.png,0,1,0
izmopgpowxlabf_jpg.rf.fe00368e392245a1dff2da2d3eff0344.png,0,1,0
7S2FYW1VAN_jpg.rf.0462b2552dcd55ac69439af16873a8ec.png,1,0,0
downloadedjfdrresdmshzyi_jpeg.rf.31ae9aad786bb39f0b375c2950cca420.png,0,0,1
jgogodikycdswe_jpeg.rf.0b3d8ec642cfa09487b4b5557bc3ff09.png,0,0,1
9MBOKZ6ND5_jpg.rf.0b8365d0bad17b69bb9b9ecad047c874.png,1,0,0
jcgtgkzo0p8gku_jpeg.rf.d9d4cbf3e54916dd67498878002eeeff.png,0,0,1
6P1CSLZNBR_jpg.rf.693fac444dfeed97aca4d074fdc4755a.png,1,0,0
20087_jpg.rf.b7ea6807fca4b90bf5f6c7f386f0edfb.png,0,1,0
ivvgq75it2xzkk_jpg.rf.2663d261e2d18d10ed01f42f4a821456.png,0,1,0
71PVLBEACY_jpg.rf.56d4e7fa75116e59b12a116f2f9b7d98.png,1,0,0
2OWIT79PCU_jpg.rf.e9b08aa9ca7075472bf72f9826f1208d.png,1,0,0
9791_jpg.rf.b36d0816078761bc2f250110f7710bd5.png,0,1,0
32126_jpg.rf.d1c2edfcd520f49c0bed0d999ff417b9.png,0,1,0
19_msme_jpeg.rf.7d3730a1d2eff8cdf91dc9a0b6cc38e6.png,0,1,0
173_msme_jpeg.rf.b6a50c514930a17813c88b17b99e2abf.png,0,1,0
18W3EU7BQO_jpg.rf.b8ad4ea445bf343d462ac65dbb3b248b.png,1,0,0
68204_jpg.rf.a4dfd10fb317af1e923d2a2c0baf9d19.png,0,1,0
ivxyzmaolxai8z_jpg.rf.f8ff262ec29444b5bfd09b64aa28108d.png,0,1,0
brvk74zacw3ahb_jpg.rf.95510b127c2b18fa1e89ab5bd9d7e7e9.png,0,1,0
716KDVRGWQ_jpg.rf.6f6d384de1ea66d026d23c67e416c285.png,1,0,0
5OYV21KWBN_jpg.rf.904641ca5c263c5eafa1724dfda1952a.png,1,0,0
461C085IL7_jpg.rf.f9827d462d3aab3f070ffc6650fc1e10.png,1,0,0
